timestamp_coleta,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,stop_sequence,stop_id,arrival_delay,departure_delay
2026-04-21 07:55:09,2662445S307679P063800,51,0,06:38:00,20260421,11392,Estação Pampulha,39,14791948,,766
2026-04-21 07:55:09,2662227S307679P074400,3250,0,07:44:00,20260421,11395,Estação Diamante,3,14785808,,468
2026-04-21 07:55:09,5250  012080200735,5250,1,07:35:00,20260421,11394,Estação Pampulha,13,14785572,,394
2026-04-21 07:55:09,2662164S307679P073100,63,0,07:31:00,20260421,11399,Estação Venda Nova,14,14784645,,298
2026-04-21 07:55:09,2661888S307679P073900,5201,0,07:39:00,20260421,11398,Buritis (Principal),23,14789019,,157
2026-04-21 07:55:09,633   011080300740,633,0,07:40:00,20260421,11360,Estação Vilarinho,21,14787683,,98
2026-04-21 07:55:09,4106  011080340715,4106,0,07:15:00,20260421,11364,São Cristovao,32,14788920,,588
2026-04-21 07:55:09,3302A 031080540631,3302A,0,06:31:00,20260421,11366,Nova Pampulha (Via Hospitais),81,14788601,,-811
2026-04-21 07:55:09,3302A 031080540711,3302A,0,07:11:00,20260421,11368,Nova Pampulha (Via Hospitais),43,14791890,,-16
2026-04-21 07:55:09,3302A 031080540743,3302A,0,07:43:00,20260421,11369,Nova Pampulha (Via Hospitais),13,14790083,,82
2026-04-21 07:55:09,2948154S307679P063000,5034,0,06:30:00,20260421,11371,Centro Via Confisco,73,14791388,,856
2026-04-21 07:55:09,2948154S307679P070000,5034,0,07:00:00,20260421,11375,Centro Via Confisco,37,14789630,,1218
2026-04-21 07:55:09,337   011080080740,337,0,07:40:00,20260421,11378,Estação Barreiro,8,14790196,,620
2026-04-21 07:55:09,2662154S307679P073000,1404C,0,07:30:00,20260421,10926,São Salvador,17,14788762,,947
2026-04-21 07:55:09,2662202S307679P073200,4107,1,07:32:00,20260421,40786,Alto Caicara,17,14789899,,755
2026-04-21 07:55:09,9105  011080600730,9105,0,07:30:00,20260421,40767,Sion,33,14785745,,77
2026-04-21 07:55:09,2661946S307679P073400,9407,0,07:34:00,20260421,40750,Dom Bosco (Atendimento a Rua Osmário Soares),14,14791705,,734
2026-04-21 07:55:09,2661795S307679P065900,738,0,06:59:00,20260421,11504,Conjunto Zilah Sposito,38,14790550,,1357
2026-04-21 07:55:09,2662417S307679P072000,3501B,1,07:20:00,20260421,11508,Ouro Preto 3A Gleba,20,14789796,,591
2026-04-21 07:55:09,2662414S307679P072800,8207,0,07:28:00,20260421,11509,Estrela Dalva,35,14792897,,-57
2026-04-21 07:55:09,625   011080330720,625,0,07:20:00,20260421,11500,Estação Venda Nova,25,14785326,,749
2026-04-21 07:55:09,2662295S307679P074100,2101,0,07:41:00,20260421,31119,Sion,21,14784948,,86
2026-04-21 07:55:09,2661827S307679P071700,9502,0,07:17:00,20260421,11515,São Francisco (Atendimento A UFMG),31,14785745,,965
2026-04-21 07:55:09,9404  012080430730,9404,1,07:30:00,20260421,11517,São Lucas,17,14788132,,936
2026-04-21 07:55:09,2661888S307679P065900,5201,0,06:59:00,20260421,11519,Buritis (Principal),44,14789006,,820
2026-04-21 07:55:09,2662168S307679P071000,9402,1,07:10:00,20260421,11518,Santa Ines,35,14785799,,1016
2026-04-21 07:55:09,706   011080210720,706,0,07:20:00,20260421,11511,Estação São Gabriel,2,14787452,,1566
2026-04-21 07:55:09,2662381S307679P072000,8106,0,07:20:00,20260421,11510,BH Shopping,40,14787056,,-223
2026-04-21 07:55:09,308   011080290730,308,0,07:30:00,20260421,30690,Estação Barreiro,39,14791958,,-194
2026-04-21 07:55:09,331   011080240720,331,0,07:20:00,20260421,30692,Estação Barreiro,29,14793310,,750
2026-04-21 07:55:09,2662401S307679P074800,330,0,07:48:00,20260421,30686,Estação Barreiro,7,14789040,,137
2026-04-21 07:55:09,303   031080140730,303,0,07:30:00,20260421,31191,Estação Diamante (Via Area Industrial),2,14792016,,1393
2026-04-21 07:55:09,2661824S307679P073000,2151,0,07:30:00,20260421,31186,Serra,23,14793347,,281
2026-04-21 07:55:09,2661775S307679P073000,608,0,07:30:00,20260421,11562,Venda Nova,6,14786606,,1284
2026-04-21 07:55:09,2661775S307679P065000,608,0,06:50:00,20260421,11563,Venda Nova,54,14790194,,1374
2026-04-21 07:55:09,310   011080210730,310,0,07:30:00,20260421,31160,Estação Diamante,2,14790213,,1406
2026-04-21 07:55:09,2662430S307679P071200,3055,0,07:12:00,20260421,31169,Estação Barreiro,26,14792399,,-13
2026-04-21 07:55:09,2662327S307679P070000,6350,1,07:00:00,20260421,20498,Estação Vilarinho,52,14788317,,-1429
2026-04-21 07:55:09,2662328S307679P070200,6350,0,07:02:00,20260421,20496,Estação Barreiro,43,14784491,,-675
2026-04-21 07:55:09,8208  011080530700,8208,0,07:00:00,20260421,31146,Estoril,33,14791273,,1766
2026-04-21 07:55:09,2661775S307679P062000,608,0,06:20:00,20260421,11558,Venda Nova,114,15276989,,525
